Region,Country,ItemType,SalesChannel,OrderID,UnitsSold,UnitPrice,UnitCost
Sub-Saharan Africa,Rwanda,Beverages,Offline,399141728,3762,47,31
Sub-Saharan Africa,Mozambique,Snacks,Online,443671119,998,152,97
Australia and Oceania,Tonga,Snacks,Offline,624829232,9710,152,97
Asia,India,Office Supplies,Offline,939539897,9589,651,524
Central America and the Caribbean,The Bahamas,Baby Food,Offline,105039441,2360,255,159
North America,Mexico,Beverages,Offline,508876693,6777,47,31
Sub-Saharan Africa,Seychelles,Fruits,Offline,558912980,3626,9,6
Sub-Saharan Africa,Kenya,Meat,Online,533322131,725,421,364
Europe,Norway,Office Supplies,Online,330590474,7923,651,524
Europe,Malta,Cosmetics,Offline,819516837,2098,437,263
Asia,Thailand,Household,Offline,689212548,2164,668,502
Europe,Kosovo,Snacks,Offline,499101436,4061,152,97
Australia and Oceania,Kiribati,Vegetables,Online,428919827,5763,154,90
Sub-Saharan Africa,Sierra Leone,Beverages,Online,728716552,2276,47,31
Middle East and North Africa,Israel,Cosmetics,Online,368852937,636,437,263
Europe,Andorra,Clothes,Online,190002810,4909,109,35
Europe,Macedonia,Beverages,Offline,653152501,1194,47,31
Europe,Austria,Vegetables,Offline,489600837,2622,154,90
Europe,Montenegro,Baby Food,Online,750959146,4354,255,159
Sub-Saharan Africa,Niger,Office Supplies,Offline,759151256,8581,651,524
Europe,Bosnia and Herzegovina,Personal Care,Offline,356413495,9528,81,56
Asia,Myanmar,Personal Care,Online,355294692,8450,81,56
Europe,Bosnia and Herzegovina,Office Supplies,Offline,288656175,8632,651,524
Europe,Russia,Cosmetics,Offline,659671771,391,437,263
Australia and Oceania,Vanuatu,Vegetables,Online,691827809,6078,154,90
Sub-Saharan Africa,Botswana,Baby Food,Online,578923118,5070,255,159
Middle East and North Africa,Iraq,Household,Online,135069024,8781,668,502
Central America and the Caribbean,Grenada,Baby Food,Online,144689357,5651,255,159
Sub-Saharan Africa,Uganda,Meat,Offline,112520444,6155,421,364
Europe,Netherlands,Clothes,Offline,513611114,7797,109,35
Europe,Russia,Beverages,Offline,543322694,114,47,31
Central America and the Caribbean,Nicaragua,Office Supplies,Online,367329013,9673,651,524
Europe,Monaco,Vegetables,Offline,671616399,5072,154,90
Sub-Saharan Africa,Mauritius,Baby Food,Online,412483680,1942,255,159
Central America and the Caribbean,Dominican Republic,Vegetables,Online,866542184,7944,154,90
Australia and Oceania,Nauru,Office Supplies,Online,680715739,7769,651,524
Australia and Oceania,Tuvalu,Baby Food,Offline,822240674,8142,255,159
Middle East and North Africa,Kuwait,Baby Food,Offline,528665816,2818,255,159
Australia and Oceania,Marshall Islands,Cosmetics,Offline,457852494,7582,437,263
Australia and Oceania,Tonga,Fruits,Online,437974536,5253,9,6
Australia and Oceania,Tonga,Household,Offline,817518270,678,668,502
Australia and Oceania,Tonga,Cereal,Offline,215282523,5738,205,117
Australia and Oceania,East Timor,Clothes,Offline,470378625,4343,109,35
Asia,Turkmenistan,Cosmetics,Online,792230403,7436,437,263
Sub-Saharan Africa,Mauritania,Personal Care,Online,910574185,7991,81,56
Central America and the Caribbean,Dominican Republic,Fruits,Offline,625458800,6013,9,6
Australia and Oceania,Nauru,Cosmetics,Online,257245576,3537,437,263
Sub-Saharan Africa,Madagascar,Meat,Online,196608340,9632,421,364
Sub-Saharan Africa,Tanzania,Cereal,Online,454533421,5395,205,117
Europe,Macedonia,Beverages,Offline,212319648,8957,47,31
Europe,Monaco,Household,Online,971578347,478,668,502
Europe,Italy,Fruits,Offline,704233348,7152,9,6
Central America and the Caribbean,Jamaica,Cosmetics,Online,602520978,8202,437,263
Sub-Saharan Africa,South Sudan,Cosmetics,Online,128990066,9882,437,263
Sub-Saharan Africa,Ghana,Meat,Online,166501939,479,421,364
Europe,Bulgaria,Snacks,Online,768230426,5310,152,97
Europe,Luxembourg,Fruits,Offline,707661855,1723,9,6
Europe,Hungary,Fruits,Offline,628595054,4100,9,6
Europe,Greece,Beverages,Offline,795141351,8850,47,31
Australia and Oceania,Samoa,Vegetables,Offline,641724574,9417,154,90
Sub-Saharan Africa,Benin,Meat,Offline,123081052,1273,421,364
Europe,Belgium,Meat,Offline,164259612,6924,421,364
Central America and the Caribbean,Jamaica,Baby Food,Online,410621583,906,255,159
Sub-Saharan Africa,Kenya,Baby Food,Online,577840793,4786,255,159
Sub-Saharan Africa,Liberia,Cereal,Online,901903569,2163,205,117
Asia,Mongolia,Baby Food,Online,789108741,3667,255,159
Australia and Oceania,Palau,Cereal,Offline,166067636,1959,205,117
Asia,Uzbekistan,Cereal,Offline,829704082,6730,205,117
Middle East and North Africa,Kuwait,Fruits,Offline,597254407,9706,9,6
Asia,Tajikistan,Baby Food,Online,956267440,9641,255,159
Sub-Saharan Africa,Lesotho,Office Supplies,Online,314604508,7320,651,524
Europe,Norway,Snacks,Online,750439441,562,152,97
Europe,Armenia,Fruits,Offline,362258565,9214,9,6
Sub-Saharan Africa,Mauritius,Household,Online,918860709,158,668,502
Europe,Slovakia,Cereal,Online,209357202,2303,205,117
Asia,Turkmenistan,Office Supplies,Online,593171870,1593,651,524
Europe,Portugal,Cosmetics,Offline,450041043,6000,437,263
Central America and the Caribbean,Cuba,Office Supplies,Offline,930013549,531,651,524
Europe,Slovakia,Office Supplies,Online,103450715,2220,651,524
Central America and the Caribbean,Cuba,Baby Food,Online,611026370,5136,255,159
Asia,Turkmenistan,Office Supplies,Online,213726842,5377,651,524
Sub-Saharan Africa,Mauritania,Fruits,Offline,342850959,6072,9,6
Middle East and North Africa,Israel,Personal Care,Offline,250010049,2384,81,56
Middle East and North Africa,Libya,Beverages,Offline,157127940,6504,47,31
Sub-Saharan Africa,Comoros,Cereal,Online,806440961,2656,205,117
Australia and Oceania,Fiji,Meat,Offline,310497939,2095,421,364
Australia and Oceania,Tuvalu,Snacks,Online,902160203,8107,152,97
Europe,Luxembourg,Fruits,Online,384601581,1009,9,6
Central America and the Caribbean,Dominican Republic,Meat,Online,681308400,3151,421,364
Europe,Denmark,Vegetables,Online,186079490,3911,154,90
Europe,Bulgaria,Office Supplies,Online,513026177,4701,651,524
Central America and the Caribbean,Guatemala,Office Supplies,Online,646572291,3964,651,524
Middle East and North Africa,Jordan,Clothes,Offline,991454160,2173,109,35
Europe,Malta,Baby Food,Offline,222720611,6833,255,159
North America,Mexico,Office Supplies,Offline,235732972,7480,651,524
Middle East and North Africa,Kuwait,Office Supplies,Online,296165072,681,651,524
Sub-Saharan Africa,Zimbabwe,Cereal,Online,190003240,5036,205,117
Central America and the Caribbean,Haiti,Clothes,Online,673546302,6173,109,35
Asia,Singapore,Cosmetics,Online,323405587,1755,437,263
Central America and the Caribbean,Dominican Republic,Household,Offline,486504924,6473,668,502
Middle East and North Africa,Bahrain,Snacks,Online,330080640,7051,152,97
Europe,Bosnia and Herzegovina,Household,Offline,891681563,7245,668,502
Europe,Kosovo,Beverages,Offline,129169023,2839,47,31
Middle East and North Africa,Israel,Cosmetics,Offline,570716845,6652,437,263
Europe,France,Cereal,Online,764811360,3532,205,117
Sub-Saharan Africa,Zambia,Cosmetics,Online,230251395,5359,437,263
Sub-Saharan Africa,Mauritius,Clothes,Online,806148278,6045,109,35
Europe,Liechtenstein,Vegetables,Offline,801925837,6531,154,90
Sub-Saharan Africa,Sierra Leone,Cereal,Offline,847320401,9791,205,117
Sub-Saharan Africa,Niger,Vegetables,Offline,742380797,5830,154,90
Sub-Saharan Africa,Liberia,Baby Food,Offline,807468354,6685,255,159
Central America and the Caribbean,Panama,Vegetables,Offline,533256900,1422,154,90
Asia,Uzbekistan,Cereal,Online,830732762,1140,205,117
Europe,San Marino,Office Supplies,Offline,881194770,3969,651,524
Sub-Saharan Africa,Comoros,Snacks,Offline,386254251,71,152,97
Europe,Austria,Vegetables,Offline,917835032,6637,154,90
Central America and the Caribbean,The Bahamas,Vegetables,Offline,968173444,2892,154,90
Middle East and North Africa,Tunisia,Personal Care,Offline,899818313,5090,81,56
Australia and Oceania,Tonga,Meat,Online,695630967,1516,421,364
Sub-Saharan Africa,Kenya,Personal Care,Offline,408785235,7490,81,56
North America,Greenland,Baby Food,Online,612767446,359,255,159
Central America and the Caribbean,The Bahamas,Cosmetics,Offline,151376426,4503,437,263
Asia,China,Cosmetics,Offline,188723504,6334,437,263
Europe,Switzerland,Fruits,Online,159232509,9293,9,6
Europe,Serbia,Vegetables,Online,917639768,8854,154,90
Sub-Saharan Africa,Mali,Vegetables,Online,688994109,7523,154,90
Middle East and North Africa,Qatar,Cosmetics,Offline,918656861,9835,437,263
Sub-Saharan Africa,Sudan,Household,Online,422301852,7357,668,502
Sub-Saharan Africa,Malawi,Office Supplies,Online,335915410,3689,651,524
Europe,Lithuania,Fruits,Online,965796363,9461,9,6
Asia,Bhutan,Personal Care,Online,438556039,7332,81,56
Europe,Bosnia and Herzegovina,Baby Food,Online,551118266,6997,255,159
Sub-Saharan Africa,Tanzania,Household,Offline,920719373,178,668,502
Sub-Saharan Africa,The Gambia,Fruits,Offline,334908187,5630,9,6
Sub-Saharan Africa,Guinea,Household,Online,801546037,4139,668,502
Middle East and North Africa,Jordan,Office Supplies,Offline,798806750,3524,651,524
Middle East and North Africa,Iran,Fruits,Offline,225176656,3631,9,6
Europe,Albania,Office Supplies,Online,849454581,1342,651,524
Sub-Saharan Africa,Zimbabwe,Clothes,Offline,460751855,5568,109,35
Australia and Oceania,Fiji,Cosmetics,Offline,518492305,2250,437,263
Asia,Kazakhstan,Vegetables,Online,302412259,9363,154,90
Europe,Georgia,Cereal,Offline,962560546,1911,205,117
Sub-Saharan Africa,Senegal,Beverages,Online,569298493,6930,47,31
Australia and Oceania,Federated States of Micronesia,Office Supplies,Offline,863299930,8488,651,524
Sub-Saharan Africa,Zambia,Cereal,Online,505551183,2684,205,117
Europe,Liechtenstein,Vegetables,Offline,927351081,2647,154,90
Australia and Oceania,Vanuatu,Office Supplies,Online,480310952,3539,651,524
Central America and the Caribbean,Saint Kitts and Nevis,Personal Care,Offline,286354625,7552,81,56
Middle East and North Africa,Iran,Snacks,Offline,187718427,8909,152,97
Sub-Saharan Africa,Niger,Personal Care,Online,996951186,8865,81,56
Sub-Saharan Africa,Eritrea,Office Supplies,Offline,446914231,707,651,524
Europe,Luxembourg,Household,Online,840781390,4752,668,502
Middle East and North Africa,Tunisia,Snacks,Online,502038991,3349,152,97
Asia,North Korea,Snacks,Offline,524485862,5877,152,97
Europe,Spain,Vegetables,Online,722233331,3747,154,90
Sub-Saharan Africa,Burkina Faso,Beverages,Offline,979705226,5402,47,31
North America,Mexico,Cosmetics,Offline,801637876,1316,437,263
Europe,Portugal,Meat,Online,663080108,8994,421,364
Sub-Saharan Africa,Burkina Faso,Cosmetics,Offline,659393250,7971,437,263
Sub-Saharan Africa,Niger,Household,Online,956251132,4815,668,502
Europe,Poland,Cereal,Online,439640080,8124,205,117
Europe,Romania,Household,Offline,765858924,3530,668,502
Sub-Saharan Africa,Burkina Faso,Fruits,Online,511518990,8691,9,6
Europe,Austria,Cereal,Online,123544108,8302,205,117
Europe,Latvia,Snacks,Offline,569170606,9085,152,97
Europe,San Marino,Personal Care,Online,185947310,4796,81,56
Sub-Saharan Africa,Zambia,Clothes,Online,531735551,1221,109,35
Europe,Poland,Vegetables,Online,534709155,1176,154,90
Sub-Saharan Africa,Guinea,Household,Online,543354451,9511,668,502
Sub-Saharan Africa,Togo,Meat,Online,976470267,8106,421,364
Sub-Saharan Africa,Guinea-Bissau,Baby Food,Offline,973167932,872,255,159
Sub-Saharan Africa,Djibouti,Household,Online,642871272,8750,668,502
Australia and Oceania,Tonga,Snacks,Offline,615316617,4716,152,97
Asia,Uzbekistan,Personal Care,Offline,690552794,8772,81,56
Sub-Saharan Africa,Cameroon,Cereal,Offline,288941133,2957,205,117
North America,Canada,Vegetables,Offline,701155459,6337,154,90
Europe,Netherlands,Office Supplies,Online,138182103,10,651,524
Central America and the Caribbean,El Salvador,Cereal,Offline,481319892,2107,205,117
Asia,North Korea,Fruits,Offline,532180154,2789,9,6
Middle East and North Africa,Turkey,Personal Care,Online,962686717,9247,81,56
Central America and the Caribbean,The Bahamas,Household,Offline,265075910,707,668,502
Sub-Saharan Africa,Cameroon,Fruits,Offline,601896560,3422,9,6
Middle East and North Africa,Yemen,Household,Offline,156009995,5679,668,502
Europe,Bulgaria,Meat,Offline,780590045,2796,421,364
Sub-Saharan Africa,Djibouti,Beverages,Offline,349123036,2120,47,31
Sub-Saharan Africa,Mauritania,Vegetables,Offline,405407798,8031,154,90
Sub-Saharan Africa,Ethiopia,Clothes,Online,313555657,6942,109,35
Asia,Sri Lanka,Office Supplies,Offline,407990443,2293,651,524
Europe,Greece,Fruits,Online,643448483,9560,9,6
Europe,Ireland,Office Supplies,Online,144978606,1246,651,524
Sub-Saharan Africa,Tanzania,Meat,Offline,357942140,1888,421,364
Asia,Kazakhstan,Meat,Offline,998012912,3054,421,364
Sub-Saharan Africa,South Africa,Baby Food,Online,501177251,8341,255,159
Sub-Saharan Africa,Liberia,Clothes,Offline,973733985,8380,109,35
Asia,Taiwan,Fruits,Online,542294442,5831,9,6
North America,Greenland,Baby Food,Offline,103782451,388,255,159
Sub-Saharan Africa,Angola,Vegetables,Offline,175434339,3774,154,90
Europe,Portugal,Household,Online,444798934,4744,668,502
Sub-Saharan Africa,Mauritius,Cosmetics,Offline,219737565,4083,437,263
Australia and Oceania,Tonga,Cereal,Online,678424060,9610,205,117
Asia,Turkmenistan,Office Supplies,Online,819344747,1173,651,524
Sub-Saharan Africa,Liberia,Vegetables,Online,611298453,5652,154,90
Europe,Liechtenstein,Meat,Online,543396508,1957,421,364
Sub-Saharan Africa,Madagascar,Cereal,Offline,275062739,6032,205,117
Sub-Saharan Africa,Cameroon,Personal Care,Online,886033475,5850,81,56
Middle East and North Africa,Israel,Beverages,Online,826357543,6415,47,31
Europe,Austria,Meat,Online,866396272,4765,421,364
Europe,Ireland,Cereal,Online,946823489,4966,205,117
Sub-Saharan Africa,Ethiopia,Baby Food,Offline,628625524,3117,255,159
Asia,South Korea,Household,Offline,443101203,2347,668,502
Sub-Saharan Africa,Sierra Leone,Vegetables,Online,541861855,7819,154,90
Asia,Uzbekistan,Office Supplies,Online,246831309,1724,651,524
Sub-Saharan Africa,Chad,Snacks,Online,300245893,8287,152,97
Sub-Saharan Africa,Malawi,Snacks,Offline,614654433,8761,152,97
Central America and the Caribbean,Antigua and Barbuda,Fruits,Online,722918260,6433,9,6
Europe,San Marino,Cosmetics,Online,228211200,1620,437,263
Australia and Oceania,Samoa,Vegetables,Offline,154019582,6672,154,90
Sub-Saharan Africa,Niger,Personal Care,Online,694142234,967,81,56
Sub-Saharan Africa,Gabon,Office Supplies,Offline,762690484,5918,651,524
Sub-Saharan Africa,Mali,Household,Online,244088160,9966,668,502
Australia and Oceania,Nauru,Clothes,Offline,443071591,3585,109,35
Central America and the Caribbean,The Bahamas,Cereal,Online,934689605,4280,205,117
Sub-Saharan Africa,South Africa,Cereal,Offline,914303529,1587,205,117
Europe,Vatican City,Cereal,Online,547587192,2073,205,117
Asia,Kyrgyzstan,Fruits,Offline,520526921,4338,9,6
Europe,Italy,Clothes,Online,689421546,4011,109,35
Europe,Croatia,Meat,Online,530882394,8753,421,364
Asia,North Korea,Clothes,Online,491833293,3256,109,35
Sub-Saharan Africa,Cameroon,Cereal,Online,639510571,4244,205,117
Sub-Saharan Africa,Comoros,Personal Care,Offline,211463057,5473,81,56
Europe,Slovakia,Snacks,Offline,765552079,2727,152,97
Sub-Saharan Africa,Lesotho,Household,Online,329951465,8825,668,502
Middle East and North Africa,Turkey,Meat,Offline,153147542,8616,421,364
Australia and Oceania,Federated States of Micronesia,Baby Food,Offline,653939139,3978,255,159
Sub-Saharan Africa,Madagascar,Office Supplies,Offline,971437585,8824,651,524
Asia,Turkmenistan,Fruits,Offline,315066707,4095,9,6
Middle East and North Africa,Bahrain,Household,Online,214562833,2765,668,502
Europe,Sweden,Baby Food,Offline,469974792,4840,255,159
Central America and the Caribbean,Saint Vincent and the Grenadines,Fruits,Offline,501663911,2354,9,6
Europe,Slovenia,Personal Care,Offline,700304019,4376,81,56
Sub-Saharan Africa,Mauritania,Snacks,Offline,176881444,2005,152,97
Sub-Saharan Africa,Kenya,Baby Food,Online,812695014,3369,255,159
Europe,Norway,Clothes,Online,509356057,8631,109,35
Europe,Armenia,Baby Food,Offline,838788402,4983,255,159
Central America and the Caribbean,Honduras,Fruits,Offline,293228375,1647,9,6
Middle East and North Africa,Israel,Cereal,Online,135224807,4880,205,117
Central America and the Caribbean,Haiti,Cereal,Offline,347639024,2967,205,117
Sub-Saharan Africa,Zambia,Household,Online,983644855,1226,668,502
Australia and Oceania,Solomon Islands,Baby Food,Online,816728627,7005,255,159
Asia,Thailand,Personal Care,Offline,490689170,4684,81,56
North America,Canada,Office Supplies,Offline,269637811,675,651,524
Sub-Saharan Africa,Guinea,Clothes,Offline,487998378,8419,109,35
Europe,Bulgaria,Office Supplies,Offline,200507199,3391,651,524
Asia,Bhutan,Household,Online,332213103,8095,668,502
Central America and the Caribbean,Honduras,Baby Food,Online,528477418,7067,255,159
Europe,Andorra,Meat,Online,504973971,1875,421,364
Asia,Bhutan,Clothes,Online,497689092,6117,109,35
Middle East and North Africa,Somalia,Meat,Online,812921607,423,421,364
Europe,Armenia,Cereal,Offline,477282845,7455,205,117
Sub-Saharan Africa,Niger,Fruits,Online,387696635,6905,9,6
Europe,Slovakia,Cosmetics,Online,161399304,496,437,263
Middle East and North Africa,Pakistan,Vegetables,Online,385939681,6983,154,90
Australia and Oceania,East Timor,Snacks,Offline,369179093,7153,152,97
Sub-Saharan Africa,Rwanda,Baby Food,Offline,389291369,8822,255,159
Middle East and North Africa,Afghanistan,Snacks,Offline,344762837,1840,152,97
Europe,Hungary,Office Supplies,Online,204392325,3086,651,524
Australia and Oceania,Nauru,Meat,Online,457291162,1472,421,364
Sub-Saharan Africa,Cote d'Ivoire,Cosmetics,Online,762883174,2939,437,263
Europe,Latvia,Cereal,Offline,400904691,5462,205,117
Asia,Mongolia,Beverages,Online,521404540,4045,47,31
Sub-Saharan Africa,Kenya,Vegetables,Offline,994744050,5725,154,90
Sub-Saharan Africa,South Africa,Beverages,Offline,861597049,4568,47,31
Central America and the Caribbean,Saint Lucia,Baby Food,Online,582949864,6674,255,159
