region,edad,estado_civil,ingreso_mensual,fact_exp
Región de Los Lagos,52,Viudo(a),350000,121
Región de Valparaíso,28,Conviviente o pareja sin acuerdo de unión civil,780000,42
Región de Valparaíso,37,Conviviente o pareja sin acuerdo de unión civil,50000,190
Región de Coquimbo,32,Soltero(a),450000,85
Región del Biobío,39,Soltero(a),320000,92
Región Metropolitana de Santiago,51,Casado(a),390000,194
Región del Libertador Gral. Bernardo O'Higgins,48,Casado(a),440000,63
Región de La Araucanía,40,Soltero(a),460000,97
Región de Aysén del Gral. Carlos Ibáñez del Campo,40,Soltero(a),608000,23
Región de Los Lagos,52,Soltero(a),280000,26
Región de Coquimbo,57,Casado(a),150000,70
Región de Valparaíso,50,Conviviente o pareja sin acuerdo de unión civil,28000,67
Región del Libertador Gral. Bernardo O'Higgins,48,Conviviente o pareja sin acuerdo de unión civil,296000,380
Región de La Araucanía,41,Separado(a),380000,75
Región de Ñuble,36,Soltero(a),320000,82
Región de Antofagasta,62,Soltero(a),1800000,185
Región del Maule,29,Casado(a),430000,109
Región del Biobío,65,Conviviente o pareja sin acuerdo de unión civil,250000,250
Región de Los Lagos,20,Conviviente o pareja sin acuerdo de unión civil,170000,43
Región Metropolitana de Santiago,59,Casado(a),1400000,286
Región Metropolitana de Santiago,46,Casado(a),2600000,139
Región del Biobío,64,Soltero(a),390000,80
Región del Libertador Gral. Bernardo O'Higgins,35,Casado(a),350000,54
Región del Libertador Gral. Bernardo O'Higgins,41,Conviviente o pareja sin acuerdo de unión civil,630000,98
Región Metropolitana de Santiago,26,Soltero(a),350000,124
Región de Coquimbo,43,Soltero(a),340000,72
Región del Biobío,64,Casado(a),450000,71
Región Metropolitana de Santiago,55,Casado(a),980000,272
Región de Coquimbo,44,Casado(a),1600000,99
Región Metropolitana de Santiago,34,Casado(a),350000,258
Región de Valparaíso,64,Casado(a),380000,95
Región de Atacama,42,Casado(a),1200000,42
Región del Maule,22,Soltero(a),350000,69
Región Metropolitana de Santiago,45,Divorciado (a),325000,104
Región del Maule,54,Casado(a),360000,55
Región de Valparaíso,61,Casado(a),310000,93
Región Metropolitana de Santiago,22,Conviviente o pareja sin acuerdo de unión civil,320000,511
Región de Valparaíso,49,Casado(a),130000,65
Región de Antofagasta,29,Conviviente o pareja sin acuerdo de unión civil,650000,76
Región de Valparaíso,32,Soltero(a),325000,103
Región Metropolitana de Santiago,29,Soltero(a),1100000,194
Región del Biobío,66,Casado(a),2100000,85
Región Metropolitana de Santiago,65,Separado(a),2800000,57
Región de Aysén del Gral. Carlos Ibáñez del Campo,53,Casado(a),950000,20
Región del Biobío,27,Soltero(a),480000,306
Región de Valparaíso,58,Casado(a),2983550,90
Región de Ñuble,70,Casado(a),320000,249
Región de Aysén del Gral. Carlos Ibáñez del Campo,39,Divorciado (a),320000,23
Región de Coquimbo,54,Separado(a),350000,48
Región del Maule,58,Conviviente o pareja sin acuerdo de unión civil,280000,103
Región Metropolitana de Santiago,38,Casado(a),320000,146
Región de Valparaíso,54,Casado(a),205000,94
Región Metropolitana de Santiago,37,Soltero(a),1400000,47
Región del Maule,42,Conviviente o pareja sin acuerdo de unión civil,170000,67
Región de Ñuble,51,Conviviente o pareja sin acuerdo de unión civil,350000,68
Región de La Araucanía,38,Soltero(a),250000,65
Región de La Araucanía,40,Casado(a),520000,155
Región de Atacama,26,Conviviente o pareja sin acuerdo de unión civil,250000,36
Región de Arica y Parinacota,55,Casado(a),420000,18
Región Metropolitana de Santiago,40,Soltero(a),160000,202
Región Metropolitana de Santiago,62,Conviviente o pareja sin acuerdo de unión civil,430000,231
Región de Arica y Parinacota,47,Casado(a),1280000,22
Región Metropolitana de Santiago,30,Casado(a),1850000,271
Región de Ñuble,37,Conviviente o pareja sin acuerdo de unión civil,350000,34
Región de Los Lagos,53,Casado(a),350000,55
Región del Biobío,64,Casado(a),150000,83
Región del Biobío,42,Casado(a),350000,8
Región de Coquimbo,59,Separado(a),320000,135
Región Metropolitana de Santiago,41,Conviviente o pareja sin acuerdo de unión civil,310000,113
Región del Maule,32,Conviviente o pareja sin acuerdo de unión civil,196000,109
Región del Maule,33,Casado(a),990000,39
Región de Valparaíso,27,Conviviente o pareja sin acuerdo de unión civil,410000,65
Región Metropolitana de Santiago,29,Conviviente o pareja sin acuerdo de unión civil,720000,362
Región del Libertador Gral. Bernardo O'Higgins,31,Soltero(a),220000,64
Región del Biobío,34,Casado(a),850000,780
Región de Antofagasta,44,Conviviente o pareja sin acuerdo de unión civil,320000,93
Región de Antofagasta,29,Soltero(a),360000,69
Región de Atacama,32,Conviviente o pareja sin acuerdo de unión civil,1800000,40
Región Metropolitana de Santiago,65,Conviviente o pareja sin acuerdo de unión civil,250000,113
Región del Biobío,42,Soltero(a),1200000,94
Región de Arica y Parinacota,24,Casado(a),650000,43
Región de Aysén del Gral. Carlos Ibáñez del Campo,33,Conviviente o pareja sin acuerdo de unión civil,1200000,16
Región del Biobío,65,Casado(a),850000,70
Región de La Araucanía,33,Soltero(a),380000,64
Región de Los Lagos,55,Casado(a),365000,109
Región de Aysén del Gral. Carlos Ibáñez del Campo,51,Soltero(a),326500,44
Región de Los Lagos,22,Soltero(a),460000,65
Región de Valparaíso,45,Conviviente civil (con acuerdo de unión civil),450000,100
Región Metropolitana de Santiago,38,Conviviente o pareja sin acuerdo de unión civil,240000,311
Región Metropolitana de Santiago,36,Soltero(a),920000,403
Región del Biobío,64,Divorciado (a),1500000,77
Región de Magallanes y de la Antártica Chilena,47,Casado(a),580000,48
Región del Maule,30,Conviviente o pareja sin acuerdo de unión civil,830000,175
Región de Aysén del Gral. Carlos Ibáñez del Campo,30,Conviviente o pareja sin acuerdo de unión civil,720000,17
Región Metropolitana de Santiago,37,Soltero(a),4700000,185
Región de Coquimbo,64,Soltero(a),350000,114
Región de Coquimbo,36,Soltero(a),80000,46
Región de Valparaíso,31,Conviviente o pareja sin acuerdo de unión civil,1600000,87
Región Metropolitana de Santiago,25,Soltero(a),830000,265
Región de Coquimbo,54,Casado(a),320000,81
Región del Maule,61,Casado(a),345000,49
Región de Valparaíso,59,Casado(a),550000,87
Región Metropolitana de Santiago,44,Separado(a),270000,222
Región Metropolitana de Santiago,31,Conviviente o pareja sin acuerdo de unión civil,280000,1569
Región de Valparaíso,26,Soltero(a),180000,76
Región de Los Lagos,31,Casado(a),325000,82
Región Metropolitana de Santiago,51,Casado(a),160000,154
Región de Valparaíso,60,Casado(a),2500000,133
Región del Biobío,28,Soltero(a),320000,91
Región del Libertador Gral. Bernardo O'Higgins,22,Soltero(a),90000,58
Región de Ñuble,65,Soltero(a),320000,13
Región Metropolitana de Santiago,52,Soltero(a),320000,233
Región Metropolitana de Santiago,35,Conviviente o pareja sin acuerdo de unión civil,350000,194
Región de Coquimbo,45,Separado(a),350000,50
Región de Antofagasta,62,Separado(a),1400000,45
Región del Maule,38,Casado(a),515000,79
Región del Maule,28,Soltero(a),480000,39
Región de Los Lagos,52,Soltero(a),120000,74
Región de Aysén del Gral. Carlos Ibáñez del Campo,60,Conviviente o pareja sin acuerdo de unión civil,280000,22
Región del Biobío,19,Soltero(a),301000,35
Región de Aysén del Gral. Carlos Ibáñez del Campo,34,Soltero(a),502000,20
Región del Biobío,27,Soltero(a),1250000,102
Región de Los Ríos,57,Conviviente o pareja sin acuerdo de unión civil,120000,34
Región del Biobío,48,Separado(a),326500,931
Región Metropolitana de Santiago,56,Casado(a),850000,192
Región Metropolitana de Santiago,39,Conviviente o pareja sin acuerdo de unión civil,350000,187
Región de Valparaíso,33,Casado(a),350000,179
Región de Atacama,36,Casado(a),1700000,53
Región Metropolitana de Santiago,64,Conviviente o pareja sin acuerdo de unión civil,1200000,65
Región del Maule,52,Casado(a),620000,112
Región del Libertador Gral. Bernardo O'Higgins,27,Soltero(a),190000,64
Región del Biobío,60,Soltero(a),350000,131
Región de Tarapacá,44,Conviviente o pareja sin acuerdo de unión civil,280000,48
Región de La Araucanía,38,Casado(a),320000,48
Región de Valparaíso,60,Casado(a),280000,94
Región del Biobío,28,Soltero(a),250000,74
Región de Antofagasta,39,Casado(a),1300000,118
Región de Valparaíso,30,Conviviente o pareja sin acuerdo de unión civil,320000,117
Región de Coquimbo,50,Casado(a),1400000,67
Región del Biobío,47,Casado(a),580000,98
Región Metropolitana de Santiago,43,Separado(a),143000,179
Región de Aysén del Gral. Carlos Ibáñez del Campo,55,Conviviente o pareja sin acuerdo de unión civil,380000,16
Región de Atacama,24,Conviviente o pareja sin acuerdo de unión civil,44600,50
Región de Tarapacá,37,Soltero(a),320000,18
Región de Aysén del Gral. Carlos Ibáñez del Campo,50,Conviviente o pareja sin acuerdo de unión civil,1200000,24
Región Metropolitana de Santiago,31,Casado(a),1500000,138
Región del Biobío,31,Conviviente o pareja sin acuerdo de unión civil,320000,61
Región del Biobío,37,Soltero(a),533000,60
Región de Valparaíso,37,Casado(a),750000,104
Región de Valparaíso,35,Soltero(a),280000,81
Región del Biobío,27,Soltero(a),140000,117
Región Metropolitana de Santiago,47,Soltero(a),680000,180
Región de Aysén del Gral. Carlos Ibáñez del Campo,83,Viudo(a),150000,29
Región del Biobío,53,Casado(a),320000,85
Región de Valparaíso,36,Soltero(a),321000,65
Región de Antofagasta,26,Conviviente o pareja sin acuerdo de unión civil,950000,148
Región de Valparaíso,36,Conviviente o pareja sin acuerdo de unión civil,586000,65
Región de Valparaíso,40,Conviviente o pareja sin acuerdo de unión civil,320000,116
Región del Biobío,58,Casado(a),310000,218
Región de Tarapacá,35,Soltero(a),420000,27
Región Metropolitana de Santiago,30,Soltero(a),350000,186
Región del Maule,50,Viudo(a),320000,67
Región de Valparaíso,63,Soltero(a),1800000,84
Región del Biobío,53,Casado(a),40000,77
Región del Biobío,54,Viudo(a),425000,52
Región de Antofagasta,59,Casado(a),350000,153
Región Metropolitana de Santiago,60,Separado(a),1200000,139
Región Metropolitana de Santiago,69,Soltero(a),950000,67
Región Metropolitana de Santiago,58,Separado(a),420000,235
Región de La Araucanía,32,Soltero(a),740000,50
Región de Antofagasta,68,Casado(a),146000,56
Región de La Araucanía,26,Soltero(a),280000,62
Región Metropolitana de Santiago,34,Soltero(a),450000,355
Región de Los Ríos,59,Casado(a),760000,48
Región de Valparaíso,38,Conviviente o pareja sin acuerdo de unión civil,320000,54
Región del Libertador Gral. Bernardo O'Higgins,39,Divorciado (a),325000,60
Región Metropolitana de Santiago,30,Soltero(a),350000,419
Región de Antofagasta,31,Conviviente o pareja sin acuerdo de unión civil,320000,186
Región de Coquimbo,46,Conviviente o pareja sin acuerdo de unión civil,450000,95
Región Metropolitana de Santiago,32,Soltero(a),1200000,171
Región de La Araucanía,52,Divorciado (a),1500000,76
Región de Aysén del Gral. Carlos Ibáñez del Campo,33,Conviviente o pareja sin acuerdo de unión civil,1200000,40
Región de Valparaíso,47,Conviviente o pareja sin acuerdo de unión civil,580000,77
Región de Atacama,33,Soltero(a),320000,78
Región del Biobío,58,Casado(a),218000,107
Región de Valparaíso,58,Conviviente o pareja sin acuerdo de unión civil,450000,80
Región de Arica y Parinacota,36,Soltero(a),350000,29
Región Metropolitana de Santiago,50,Casado(a),370000,163
Región del Biobío,74,Casado(a),320000,99
Región de Aysén del Gral. Carlos Ibáñez del Campo,36,Conviviente o pareja sin acuerdo de unión civil,350000,8
Región Metropolitana de Santiago,31,Conviviente o pareja sin acuerdo de unión civil,650000,303
Región de Tarapacá,30,Soltero(a),832000,40
Región de Atacama,51,Separado(a),350000,48
Región de Valparaíso,63,Conviviente o pareja sin acuerdo de unión civil,1300000,101
Región del Libertador Gral. Bernardo O'Higgins,54,Separado(a),355000,110
Región de Coquimbo,52,Conviviente o pareja sin acuerdo de unión civil,320000,56
Región de Valparaíso,45,Casado(a),550000,83
Región de Ñuble,25,Conviviente o pareja sin acuerdo de unión civil,310000,67
Región del Maule,42,Separado(a),450000,79
Región de Los Lagos,32,Casado(a),1300000,76
Región del Biobío,57,Casado(a),250000,74
Región Metropolitana de Santiago,57,Casado(a),350000,231
Región de Antofagasta,65,Conviviente o pareja sin acuerdo de unión civil,360000,260
Región del Biobío,34,Soltero(a),750000,86
Región de Aysén del Gral. Carlos Ibáñez del Campo,34,Soltero(a),230000,16
Región de La Araucanía,51,Soltero(a),350000,95
Región Metropolitana de Santiago,52,Separado(a),2100000,236
Región de Coquimbo,36,Conviviente o pareja sin acuerdo de unión civil,270000,64
Región de Ñuble,26,Conviviente o pareja sin acuerdo de unión civil,390000,93
Región de La Araucanía,22,Soltero(a),116000,71
Región Metropolitana de Santiago,58,Conviviente o pareja sin acuerdo de unión civil,410000,234
Región Metropolitana de Santiago,28,Soltero(a),450000,246
Región de Magallanes y de la Antártica Chilena,23,Soltero(a),450000,63
Región del Maule,28,Soltero(a),320000,138
Región de Coquimbo,64,Casado(a),430000,99
Región de Los Ríos,47,Soltero(a),1500000,53
Región del Maule,27,Conviviente o pareja sin acuerdo de unión civil,380000,25
Región Metropolitana de Santiago,28,Soltero(a),1138000,146
Región de Los Ríos,57,Casado(a),320000,35
Región Metropolitana de Santiago,41,Soltero(a),1200000,534
Región de Valparaíso,54,Casado(a),320000,111
Región del Libertador Gral. Bernardo O'Higgins,39,Casado(a),845000,89
Región Metropolitana de Santiago,22,Soltero(a),250000,89
Región de Coquimbo,28,Soltero(a),480000,80
Región de Tarapacá,32,Conviviente o pareja sin acuerdo de unión civil,1800000,22
Región del Libertador Gral. Bernardo O'Higgins,51,Soltero(a),1100000,59
Región de Los Lagos,45,Casado(a),230000,68
Región Metropolitana de Santiago,27,Soltero(a),750000,208
Región de Atacama,49,Separado(a),350000,34
Región Metropolitana de Santiago,43,Soltero(a),1300000,75
Región del Libertador Gral. Bernardo O'Higgins,29,Conviviente o pareja sin acuerdo de unión civil,396000,85
Región de Antofagasta,23,Soltero(a),350000,110
Región de Tarapacá,52,Casado(a),450000,21
Región de Los Lagos,34,Soltero(a),326500,53
Región del Biobío,27,Soltero(a),325000,78
Región Metropolitana de Santiago,35,Casado(a),450000,257
Región de Valparaíso,33,Conviviente o pareja sin acuerdo de unión civil,350000,199
Región del Maule,23,Conviviente o pareja sin acuerdo de unión civil,320000,82
Región Metropolitana de Santiago,58,Conviviente o pareja sin acuerdo de unión civil,320000,89
Región de Coquimbo,36,Conviviente o pareja sin acuerdo de unión civil,480000,148
Región de Valparaíso,28,Soltero(a),301000,99
Región de Valparaíso,56,Divorciado (a),240000,54
Región del Libertador Gral. Bernardo O'Higgins,50,Soltero(a),326000,85
Región de Coquimbo,53,Casado(a),360000,83
Región del Biobío,47,Separado(a),250000,53
Región de Arica y Parinacota,23,Soltero(a),450000,40
Región Metropolitana de Santiago,43,Casado(a),1300000,194
Región Metropolitana de Santiago,50,Casado(a),1300000,180
Región Metropolitana de Santiago,29,Conviviente o pareja sin acuerdo de unión civil,1100000,533
Región de Los Ríos,39,Casado(a),1400000,38
Región de Arica y Parinacota,24,Soltero(a),320000,16
Región del Libertador Gral. Bernardo O'Higgins,60,Conviviente o pareja sin acuerdo de unión civil,450000,80
Región Metropolitana de Santiago,46,Soltero(a),850000,250
Región del Libertador Gral. Bernardo O'Higgins,24,Conviviente o pareja sin acuerdo de unión civil,46000,16
Región Metropolitana de Santiago,51,Viudo(a),350000,177
Región de Ñuble,35,Soltero(a),301000,69
Región de La Araucanía,25,Soltero(a),720000,65
Región de Los Ríos,31,Conviviente o pareja sin acuerdo de unión civil,525000,37
Región de Atacama,62,Casado(a),190000,47
Región Metropolitana de Santiago,31,Soltero(a),550000,215
